,appid,positive_reviews,negative_reviews
2453,1461910,0,0
2454,1067760,12,13
2455,1705420,0,0
2456,1149220,4,2
2457,1840520,4,0
2458,1480410,12,4
2459,788200,3,2
2460,690730,2,1
2461,1635710,0,0
2462,1975500,0,0
2463,1792070,0,1
2464,1005120,222,54
2465,1457140,15,12
2466,1602920,0,0
2467,665560,3,3
2468,46410,429,198
2469,1371710,14,0
2470,493080,243,32
2471,1631360,0,0
2472,856210,129,42
2473,2012270,0,0
2474,1227910,24,6
2475,1734990,1,0
2476,1533120,8,2
2477,1789310,0,0
2478,1095040,109,31
2479,315260,324,436
2480,1558290,16,2
2481,869370,5,0
2482,1552500,0,0
2483,1880160,0,0
2484,536640,37,42
2485,664510,12,6
2486,1653070,0,0
2487,1094400,14,0
2488,995240,25,19
2489,1577560,0,0
2490,1930600,0,0
2491,1629230,0,0
2492,242680,15204,582
2493,378720,3071,338
2494,780290,8926,1302
2495,807120,5197,821
2496,1037130,754,83
2497,753420,6825,573
2498,1109510,2,1
2499,1510600,3,5
2500,1734960,2,2
2501,1385350,7,0
2502,1302310,0,0
2503,905490,220,77
2504,2010420,74,0
2505,1769540,0,0
2506,1247010,14,3
2507,264140,4436,2508
2508,1868000,0,0
2509,1144130,0,0
2510,1094050,21,7
2511,1383930,2,2
2512,1949880,0,0
2513,596970,2348,411
2514,2015270,0,0
2515,259680,5120,239
2516,400180,638,181
2517,338320,371,111
2518,1295600,0,0
2519,1970220,0,0
2520,1623650,15,0
2521,1524150,5,0
2522,1416200,0,0
2523,1401080,4,0
2524,1602600,1,1
2525,957350,8,2
2526,1680020,15,0
2527,1918790,12,1
2528,1471410,721,157
2529,1402420,35,18
2530,494320,96,65
2531,1159560,944,68
2532,1135810,1204,55
2533,323220,3425,386
2534,1202080,15,2
2535,612370,285,16
2536,1932810,0,0
2537,1449540,116,115
2538,1907900,160,40
2539,280890,41,61
2540,1183560,0,0
2541,2056090,0,0
2542,1837510,15,2
2543,429260,22,2
2544,1237240,1,0
2545,1884610,0,0
2546,329770,59,42
2547,1045730,0,0
2548,1970700,10,0
2549,1561740,0,0
2550,1876430,0,0
2551,1530990,0,0
2552,1781730,0,0
2553,1284740,0,2
2554,1936150,0,0
2555,1603930,2,4
2556,1533870,5,0
2557,836760,77,23
2558,1766200,12,6
2559,1736550,95,15
2560,1529180,0,0
2561,2024230,90,7
2562,1098610,0,0
2563,887420,36,3
2564,1903690,2,0
2565,1507850,16,2
2566,1145360,187945,2599
2567,1059890,59,13
2568,1693570,0,0
2569,1405260,43,14
2570,1563370,0,0
2571,1491510,70,7
2572,646830,10,1
2573,1781960,0,0
2574,301840,549,143
2575,1013600,12,0
2576,1331040,10,3
2577,1879270,0,0
2578,1944140,0,0
2579,970140,26,4
2580,1933070,0,0
2581,2020920,0,0
2582,1966290,0,0
2583,517330,152,26
2584,1919220,1,0
2585,1274640,11,4
2586,1521770,1,9
2587,1650860,0,0
2588,1181000,135,8
2589,1139660,2,0
2590,212800,5846,735
2591,1409830,0,0
2592,1667280,0,1
2593,1742600,0,0
2594,1706590,0,0
2595,1836940,13,1
2596,1603460,2,0
2597,1945230,0,0
2598,650940,294,38
2599,243970,4698,416
2600,1087050,6,0
2601,1888200,0,0
2602,415030,473,136
2603,1247400,5,0
2604,1433550,42,1
2605,343100,923,276
2606,1250960,2,3
2607,1640810,24,9
2608,1675020,20,7
2609,1707620,0,0
2610,1383160,15,2
2611,1758010,2,1
2612,357700,19,3
2613,507120,40,11
2614,2055500,0,0
2615,539400,326,41
2616,1673710,0,0
2617,1830100,1,0
2618,1141160,5,0
2619,440020,84,112
2620,1983050,0,0
2621,793680,116,18
2622,1787550,0,0
2623,952700,22,2
2624,1282580,1,0
2625,1561570,0,0
2626,805540,0,0
2627,1455590,236,33
2628,1224360,0,0
2629,1294150,0,0
2630,1891541,0,0
2631,369560,102,19
2632,1456760,0,0
2633,1918130,37,3
2634,809540,320,56
2635,321830,152,68
2636,331181,60,10
2637,1969420,1,0
2638,1824580,0,0
2639,1605040,0,0
2640,506980,2,1
2641,883850,0,0
2642,1453140,58,39
2643,1719880,13,2
2644,1262120,11,2
2645,1594760,0,0
2646,1848350,0,0
2647,1300330,22,1
2648,1692480,0,0
2649,312290,78,23
2650,1417750,0,0
2651,1779280,0,0
2652,1368060,5,8
2653,1198550,3,0
2654,1811990,0,0
2655,1682750,0,0
2656,1359120,326,53
2657,2010560,0,0
2658,1285060,0,0
2659,1935153,0,0
2660,1927550,1,1
2661,926390,262,35
2662,1960050,0,0
2663,396480,717,187
2664,1276730,53,10
2665,1056490,487,15
2666,104100,58,30
2667,1911640,2,0
2668,1628370,1,0
2669,1881540,2,2
2670,239070,5592,633
2671,1866130,0,0
2672,1517810,25,3
2673,1683390,0,0
2674,1667770,127,13
2675,1079470,2,0
2676,1014270,13,0
2677,1667590,8,0
2678,1268900,149,50
2679,1730090,4,2
2680,1715380,19,22
2681,1081470,64,39
2682,1443100,25,1
2683,1373450,4,1
2684,1353350,0,0
2685,1711610,0,0
2686,1938380,0,0
2687,645240,6,0
2688,1897420,2,0
2689,600610,170,44
2690,1717610,0,5
2691,1638390,266,51
2692,1403190,18,4
2693,1588120,11,2
2694,1253950,1794,201
2695,1343250,11,1
2696,1409650,0,0
2697,1479460,25,5
2698,1867920,0,0
2699,1635890,0,0
2700,1849310,110,3
2701,409450,467,84
2702,655380,59,16
2703,1596190,0,0
2704,1385840,7,10
2705,870590,7,0
2706,1853432,0,0
2707,1608290,1051,79
2708,1841560,0,0
2709,1214330,100,9
2710,1495920,14,2
2711,1322600,42,5
2712,1927200,0,0
2713,1315940,0,0
2714,1252580,78,13
2715,1588130,4,1
2716,1537980,6,0
2717,1832000,0,0
2718,1933800,13,11
2719,1897740,0,0
2720,1530660,0,0
2721,1734320,318,7
2722,965470,19,1
2723,1870320,208,64
2724,1785510,4,0
2725,2054180,0,0
2726,1089800,0,1
2727,698590,30,7
2728,1825660,0,0
2729,1138660,3431,209
2730,1376060,5,0
2731,1557720,0,0
2732,856220,34,6
2733,1924150,0,0
2734,305640,413,190
2735,448810,12,3
2736,1654890,55,1
2737,269490,1291,164
2738,396350,725,29
2739,1687740,0,0
2740,1217060,69555,3979
2741,1603870,0,0
2742,1553660,0,0
2743,1740010,5,2
2744,1860310,0,0
2745,1806030,22,23
2746,1701870,0,0
2747,358830,207,38
2748,677120,6507,841
2749,685340,705,173
2750,1219200,0,0
2751,207430,362,350
2752,241600,16434,1199
2753,1380650,95,5
2754,989450,337,189
2755,1591050,15,1
2756,690210,0,0
2757,977500,152,72
2758,1862492,4,0
2759,1696620,0,0
2760,1036740,525,94
2761,804070,0,0
2762,1393620,0,0
2763,1255650,2016,58
2764,1885820,3,6
2765,364790,15,6
2766,1882410,0,0
2767,1681580,10,14
2768,645200,9,2
2769,1198400,357,79
2770,819160,10,0
2771,513560,1657,640
2772,559340,131,154
2773,269770,5213,509
2774,1067050,8,2
2775,825080,4,1
2776,329970,839,104
2777,291190,197,55
2778,1709050,0,0
2779,454370,9,4
2780,1922940,0,0
2781,1854570,0,0
2782,1879290,12,4
2783,905660,255,42
2784,1622690,14,1
2785,1611420,25,3
2786,664750,398,24
2787,1299750,24,5
2788,1295140,0,0
2789,1115580,65,2
2790,1095750,21,2
2791,924020,10,31
2792,1181830,1678,174
2793,1981500,0,0
2794,739220,25,11
2795,1412400,0,0
2796,1823830,4,2
2797,1292020,338,6
2798,1094590,0,0
2799,675990,22,7
2800,728770,0,0
2801,606030,6,5
2802,1973730,0,0
2803,1431630,10,6
2804,1354770,0,0
2805,458660,149,34
2806,496300,7806,1192
2807,1893890,1,0
2808,1651460,2,3
2809,1840080,0,0
2810,1408310,4,3
2811,1331510,0,0
2812,1907140,0,0
2813,798490,2727,552
2814,1582800,0,0
2815,371430,59,14
2816,686290,1,1
2817,968860,0,0
2818,1626480,2,0
2819,774801,0,0
2820,799870,27,20
2821,644420,35,16
2822,434650,18646,2493
2823,1611960,0,0
2824,1812600,0,0
2825,1388690,0,1
2826,1509060,0,0
2827,1152450,36,3
2828,1145740,5,9
2829,1473740,22,9
2830,928130,3,2
2831,325370,129,36
2832,1520680,45,5
2833,1162990,0,0
2834,1839760,0,0
2835,1795580,0,0
2836,1789470,192,6
2837,778640,20,2
2838,1500810,0,0
2839,1372660,0,0
2840,1339960,0,0
2841,1190820,17,4
2842,777410,62,20
2843,1543020,1,0
2844,1961810,0,0
2845,1029980,136,19
2846,611190,19,1
2847,1800300,15,7
2848,1277480,5,0
2849,638390,0,0
2850,1245370,28,2
2851,251590,14,35
2852,948470,23,21
2853,1004560,53,24
2854,300580,370,137
2855,1212380,0,0
2856,1963010,0,0
2857,1934660,0,0
2858,1421420,0,0
2859,1795530,0,0
2860,551060,11,3
2861,1231270,2,0
2862,219740,93385,3085
2863,1828940,0,2
2864,433600,163,41
2865,1133050,25,2
2866,1495270,0,0
2867,1854280,1,0
2868,1627360,16,0
2869,1873800,12,0
2870,829260,28,4
2871,1231000,0,1
2872,577470,21,5
2873,1772350,9,2
2874,2003750,9,0
2875,1895860,131,12
2876,831350,0,1
2877,1260810,1993,100
2878,428350,62,18
2879,376130,24,20
2880,1255050,44,3
2881,1923070,0,0
2882,1542000,1,1
2883,1196990,0,0
2884,1768830,0,0
2885,1878530,6,3
2886,973230,0,0
2887,568400,43,15
2888,1035800,77,11
2889,1759550,0,0
2890,1617640,63,29
2891,1740920,0,0
2892,439880,26,9
2893,1485980,3,0
2894,463270,1719,149
2895,405000,109,21
2896,546090,166,22
2897,1780000,0,0
2898,1934230,0,0
2899,1492870,14,7
2900,448820,18,8
2901,1012610,462,140
2902,1524550,54,8
2903,1484280,1113,101
2904,475960,80,16
2905,1168530,1,6
2906,811720,61,23
2907,364900,7,22
2908,1673470,6,0
2909,1314170,35,13
2910,520810,2,3
2911,1928810,3,0
2912,2018840,0,0
2913,2027040,0,0
2914,1430500,0,0
2915,1354540,16,2
2916,1054860,0,0
2917,1957670,0,0
2918,932530,6,0
2919,1749360,2,0
2920,1649630,92,6
2921,1014200,0,1
2922,1592100,0,0
2923,1290090,27,1
2924,314410,3085,243
2925,837400,232,68
2926,1594720,0,0
2927,1598750,16,0
2928,1851280,637,84
2929,1714040,17431,1573
2930,965120,60,5
2931,809310,118,18
2932,861330,152,5
2933,1387580,54,7
2934,1989350,0,0
2935,1962560,22,4
2936,1269730,0,0
2937,1965560,0,0
2938,1884140,0,0
2939,1115840,16,3
2940,1516750,159,52
2941,1828080,0,0
2942,1998350,0,0
2943,1891700,1421,250
2944,1823400,0,0
2945,1073320,644,54
2946,909380,141,1
2947,1000760,539,111
2948,803850,34,13
2949,1612590,0,0
2950,1443960,0,0
2951,1477470,0,0
2952,1602620,0,0
2953,1741370,0,0
2954,1798620,0,0
2955,217290,178,29
2956,1229310,34,16
2957,737660,2,0
2958,1835080,0,0
2959,1750910,0,0
2960,1842040,0,0
2961,1528980,4,0
2962,98800,4626,295
2963,1240130,72,3
2964,2027570,11,0
2965,265730,6,3
2966,1197690,0,0
2967,1750580,0,0
2968,98821,31,0
2969,368700,19,5
2970,445600,53,20
2971,1378860,27,4
2972,1965290,0,0
2973,1849800,8,0
2974,721990,1,2
2975,1475170,19,5
2976,1549720,0,0
2977,1836880,17,0
2978,1990620,1,0
2979,1698850,0,0
2980,1944700,0,0
2981,1797510,10,1
2982,1724390,0,0
2983,1492440,0,0
2984,1724470,7,3
2985,1075550,42,30
2986,652050,23,3
2987,1149400,111,94
2988,1985240,0,0
2989,409000,223,136
2990,311800,511,25
2991,1955120,0,0
2992,1100290,0,0
2993,1269300,161,19
2994,1466400,0,0
2995,1890710,19,5
2996,1047860,24,15
2997,843990,7,2
2998,1076940,4,0
2999,1404500,70,13
3000,1607770,3,0
3001,1212960,7,4
3002,1120400,64,9
3003,842170,84,7
3004,1184500,46,3
3005,2054150,0,0
3006,1835970,0,0
3007,598060,1511,261
3008,1391550,0,1
3009,1774200,0,0
3010,71166,7,0
3011,1332940,8,2
3012,1935151,0,0
3013,516110,805,83
3014,1340520,0,0
3015,1376350,1,0
3016,1632960,2,0
3017,968760,177,29
3018,1858240,4,10
3019,1485730,2,1
3020,1428800,0,0
3021,1588140,18,14
3022,452530,99,8
3023,228320,99,114
3024,1576080,0,0
3025,1930620,0,0
3026,490360,0,0
3027,1699500,5,0
3028,1312270,0,0
3029,1912970,16,7
3030,1196760,0,0
3031,1336170,4,2
3032,2005000,2,3
3033,1256220,15,0
3034,1880080,0,0
3035,480480,211,31
3036,1541710,64,25
3037,1956370,64,3
3038,1069050,82,21
3039,794350,14,6
3040,1966740,10,5
3041,1607040,44,9
3042,1101980,15,41
3043,550840,992,298
3044,1954440,1,0
3045,1247640,59,23
3046,1580020,0,0
3047,1920650,17,4
3048,931500,1531,91
3049,382490,6340,421
3050,982920,0,1
3051,1128690,116,10
3052,1571160,107,43
3053,433400,57,9
3054,1072870,13,1
3055,1619970,5,4
3056,2058670,0,0
3057,727690,0,0
3058,878420,121,47
3059,2006140,0,0
3060,226120,370,204
3061,1304680,1240,32
3062,1988980,0,0
3063,1863540,60,0
3064,274700,85,9
3065,1562230,27,2
3066,533050,26,3
3067,1644260,0,0
3068,1169520,34,7
3069,1510,1944,186
3070,2025440,0,0
3071,2028270,0,0
3072,927760,0,0
3073,1371380,1,1
3074,616420,0,0
3075,1382290,7,1
3076,1452910,4,1
3077,1907060,130,2
3078,1520900,85,14
3079,1330330,23,3
3080,1633140,0,0
3081,1041450,18,4
3082,562230,483,78
3083,719180,59,15
3085,252570,273,143
3086,1370680,3,3
3087,1338180,1,0
3088,545840,4,0
3089,1970010,0,0
3090,1355770,0,1
3091,1538640,11,2
3092,2024870,0,0
3093,1393740,7,0
3094,1678860,50,2
3095,1710820,0,0
3096,418150,115,27
3097,334420,1180,373
3098,1575830,0,0
3099,1541520,0,0
3100,700100,296,43
3101,322330,324266,13010
3102,1660310,2,1
3103,1953220,2,2
3104,1504310,19,6
3105,1752420,0,0
3106,369110,357,208
3107,612160,21,1
3108,748020,0,0
3109,828220,0,0
3110,1304130,84,15
3111,1573540,15,1
3112,1283350,5,1
3113,712190,1340,616
3114,1027060,12,1
3115,11340,555,176
3116,1153060,4,1
3117,971530,0,1
3118,474020,383,161
3119,1654150,0,0
3120,248820,26538,1789
3121,1289750,16,1
3122,262790,590,130
3123,1518220,0,0
3124,368610,527,62
3125,1255680,10,0
3126,657090,247,100
3127,919220,250,181
3128,1170190,38,19
3129,1386440,35,6
3130,371570,945,318
3131,686090,34,34
3132,1535210,68,9
3133,1492220,0,0
3134,1755740,29,5
3135,1731360,19,5
3136,2055270,12,6
3137,1835930,7,5
3138,1082720,15,14
3139,339250,16,7
3140,1971330,0,0
3141,2024820,0,0
3142,1655490,0,1
3143,1605520,0,0
3144,1826530,0,2
3145,1259930,106,40
3146,1581380,4,1
3147,989440,1617,250
3148,1554670,3,5
3149,1229260,96,9
3150,1981020,0,0
3151,1630580,33,8
3152,1956930,0,0
3153,1098000,6,1
3154,307110,4103,633
3155,1363680,0,0
3156,403950,488,57
3157,1396540,0,0
3158,1393410,612,252
3159,1355570,17,1
3160,1915780,0,0
3161,1391540,49,7
3162,1880150,0,0
3163,1780480,0,0
3164,440650,3787,569
3165,386010,940,300
3166,1612960,37,1
3167,766630,55,10
3168,1844190,12,4
3169,1390020,0,1
3170,1796110,0,0
3171,1763220,0,0
3172,508650,52,12
3173,1432540,0,0
3174,1219080,3,3
3175,1579100,6,6
3176,1620070,4,0
3177,1556560,0,0
3178,1937650,7,6
3179,1679840,0,0
3180,2019680,0,0
3181,956430,2,3
3182,1842350,0,0
3183,457842,64,8
3184,1408710,62,9
3185,1466030,0,0
3186,1029220,23,0
3187,332710,90,77
3188,683270,3,1
3189,869760,3043,438
3190,633080,0,0
3191,410820,431,35
3192,365360,14758,1957
3193,303690,321,43
3194,559260,127,37
3195,1703640,2,3
3196,1385380,1701,108
3197,1733140,1,0
3198,1065880,95,5
3199,345140,78,52
3200,1379600,0,0
3201,1185490,52,17
3202,1724770,0,0
3203,1314770,26,8
3204,1447260,0,0
3205,1732070,23,3
3206,865670,1115,404
3207,1471460,7,0
3208,1493520,0,0
3209,349460,39,19
3210,1968730,0,0
3211,1717880,14,2
3212,1649570,39,5
3213,1819780,2,1
3214,1752260,0,0
3215,1928130,0,0
3216,1074680,11,53
3217,1379040,3,0
3218,1444510,4,1
3219,1971770,0,0
3220,306000,49,65
3221,1705610,7,1
3222,1117200,0,0
3223,515570,236,27
3224,535480,3426,713
3225,1615370,0,0
3226,1937160,36,9
3227,958050,35,6
3228,1817500,0,0
3229,1827640,0,0
3230,1724010,15,0
3231,1061880,275,122
3232,754340,30,11
3233,1621930,0,0
3234,1901060,0,4
3235,269690,218,70
3236,2010240,0,0
3237,1898950,2,0
3238,2018530,4,0
3239,295670,258,105
3240,1295730,0,0
3241,341390,121,50
3242,1641820,0,0
3243,892500,0,0
3244,1602030,0,0
3245,1741400,0,0
3246,704000,0,0
3247,1173200,1733,306
3248,1790502,0,0
3249,778270,1,8
3250,838350,30632,9384
3251,1814700,0,0
3252,1694610,1,1
3253,681110,162,40
3254,1681380,1,0
3255,1426950,4,4
3256,1930082,0,0
3257,516430,63,13
3258,725120,79,7
3259,278620,272,136
3260,1303270,1,0
3261,373290,51,42
3262,693750,78,67
3263,462860,33,9
3264,1277500,135,22
3265,280040,305,133
3266,1401940,0,0
3267,507360,7,8
3268,1384550,22,2
3269,573170,351,19
3270,1300160,125,64
3271,979800,58,18
3272,1971740,0,0
3273,1227260,98,29
3274,1591340,30,12
3275,1241380,4,4
3276,1860600,67,27
3277,1832790,0,0
3278,1075740,1446,314
3279,1245430,1563,115
3280,1780850,17,3
3281,1959410,0,0
3282,1967750,38,11
3283,268930,61,27
3284,738760,24,15
3285,1720760,0,0
3286,318570,90,57
3287,2010110,10,0
3288,1960800,0,0
3289,1225850,11,4
3290,342980,1050,276
3291,1542760,7,0
3292,1765310,12,0
3293,1151080,2185,167
3294,1230340,40,6
3295,659110,51,15
3296,1560130,12,1
3297,1840660,11,0
3298,467960,4636,795
3299,906740,104,32
3300,1064110,0,0
3301,1815230,64,5
3302,653210,22,15
3303,1191570,0,0
3304,1550430,4,0
3305,373730,72,41
3306,1512750,10,14
3307,364300,287,157
3308,838990,101,16
3309,1505790,3,2
3310,1816530,3,3
3311,396750,7798,2058
3312,1409250,2,1
3313,1267670,2,1
3314,1983520,0,0
3315,657000,226,17
3316,398250,17,0
3317,1869570,0,0
3318,1209820,0,0
3319,1196620,36,25
3320,1670860,0,1
3321,617030,88,100
3322,1154300,18,1
3323,928940,3,1
3324,1223020,153,6
3325,1451500,0,0
3326,809280,134,105
3327,1411380,50,12
3328,1274830,0,0
3329,630720,436,112
3330,1413490,0,1
3331,1748650,0,0
3332,1815570,0,0
3333,1422180,12,13
3334,1758090,3,0
3335,1912880,13,4
3336,288120,859,78
3337,1372650,0,0
3338,1858090,0,0
3339,378280,19,20
3340,1429260,0,0
3341,1232590,67,16
3342,1844020,0,0
3343,1074740,0,0
3344,1206790,15,0
3345,1842610,31,4
3346,1435470,0,0
3347,823910,2587,150
3348,269990,81,34
3349,1683370,0,0
3350,1072640,309,29
3351,383330,168,117
3352,1281480,2,4
3353,1536210,94,16
3354,1241140,2,2
3355,1730830,0,0
3356,957960,0,0
3357,1322100,94,11
3358,1578960,109,12
3359,1218810,91,19
3360,1779890,0,0
3361,2002510,2,1
3362,1016360,0,0
3363,1678650,0,0
3364,848030,293,44
3365,572480,4,1
3366,986040,0,0
3367,1231940,84,19
3368,1437370,6,0
3369,531960,905,264
3370,2001060,0,0
3371,1294120,11,0
3372,1557840,49,5
3373,1446930,86,18
3374,1241510,16422,393
3375,956500,41,7
3376,1757920,0,0
3377,210870,194,19
3378,846880,176,10
3379,1805450,0,0
3380,1756710,13,4
3381,2008120,0,0
3382,2058430,0,0
3383,1756770,2,0
3384,1278210,107,2
3385,709150,241,31
3386,1011070,27,9
3387,2006990,0,0
3388,1970740,0,0
3389,1730080,0,0
3390,1490180,23,3
3391,1546420,1,3
3392,1067250,5,17
3393,1394720,27,7
3394,1229910,0,0
3395,955090,0,0
3396,1474860,20,2
3397,1675590,100,62
3398,1631100,1,0
3399,1545880,4,0
3400,1520150,1,1
3401,249360,295,138
3402,1435090,57,5
3403,1474790,4,0
3404,1062530,1,1
3405,1702630,0,0
3406,1943400,2,5
3407,1183840,22,2
3408,1739880,120,32
3409,862490,10,4
3410,1474880,23,5
3411,1427290,2,1
3412,1978750,0,0
3413,1537440,0,0
3414,298630,13752,1494
3415,113200,51645,2485
3416,1039360,0,0
3417,1473810,0,0
3418,340830,453,105
3419,1372820,0,0
3420,757730,18,3
3421,1557040,455,48
3422,1611710,53,8
3423,1931240,47,3
3424,1106680,0,0
3425,652760,12,1
3426,1219690,0,0
3427,1160770,2,1
3428,1799730,0,0
3429,295870,51,21
3430,1831980,21,7
3431,1258580,7,1
3432,1065210,30,13
3433,575720,1319,864
3434,1380340,0,0
3435,1525410,303,62
3436,491510,25,12
3437,370390,44,14
3438,1790370,0,0
3439,1370940,5,2
3440,1878770,18,0
3441,1861940,11,3
3442,1404850,5131,364
3443,632170,29,17
3444,1393500,109,7
3445,1764050,95,19
3446,1877120,2,0
3447,586350,188,28
3448,912070,14,3
3449,375810,18,5
3450,1338920,1,0
3451,1412900,9,12
3452,815290,26,12
3453,1600910,0,0
3454,1960950,12,1
3455,1625930,0,0
3456,1440470,16,12
3457,1940910,41,5
3458,981430,3574,299
3459,1674890,862,114
3460,915760,3,0
3461,1479140,0,0
3462,1668420,10,10
3463,1504570,4966,7996
3464,1734040,0,0
3465,1181510,3,0
3466,1478400,0,0
3467,311690,64069,2593
3468,1389200,0,0
3469,1801520,0,0
3470,1593650,0,0
3471,401710,585,194
3472,1638440,0,0
3473,270050,519,161
3474,1561040,0,0
3475,809240,46,9
3476,1932700,2,0
3477,1942580,2,0
3478,576420,65,3
3479,1764520,0,0
3480,1022610,10,2
3481,1168870,433,152
3482,1209520,8,0
3483,1912930,13,7
3484,1712750,0,0
3485,1662860,26,2
3486,1598710,6,7
3487,1126900,0,0
3488,378030,81,8
3489,1265500,0,0
3490,1584410,0,0
3491,1408410,7,1
3492,780670,525,115
3493,1606100,2,0
3494,1905210,0,0
3495,1208500,0,0
3496,1483540,10,1
3497,1505270,8,1
3498,326150,581,45
3499,1133340,0,0
3500,1551700,0,0
3501,1407430,0,0
3502,1448450,0,0
3503,1607580,0,0
3504,363420,380,49
3505,1400190,6,0
3506,1632420,15,11
3507,397310,314,110
3508,1863170,6,2
3509,1286350,7715,686
3510,1202330,0,0
3511,1084480,216,16
3512,1632930,5,0
3513,1499470,0,0
3514,1299040,0,0
3515,1952270,0,0
3516,1948280,5714,223
3517,1815650,0,0
3518,1749350,116,9
3519,563720,0,1
3520,1286670,31,2
3521,1071660,15,0
3522,491660,19,8
3523,1224710,22,0
3524,1164480,10,2
3525,1054300,14,14
3526,606230,1427,342
3527,1574130,0,0
3528,308420,3174,502
3529,756490,29,18
3530,1909040,23,0
3531,1625690,0,0
3532,1999950,0,0
3533,1353650,0,0
3534,432380,36,2
3535,1457840,11,0
3536,1630430,0,0
3537,1159590,0,7
3538,823210,0,0
3539,1196080,53,5
3540,1669750,0,0
3541,1587660,0,1
3542,1493310,12,2
3543,1138970,51,5
3544,937530,59,20
3545,1251950,1,0
3546,1602340,0,0
3547,1340440,1,6
3548,618190,7,0
3549,638130,62,10
3552,1003560,11,4
3556,1007430,15,4
3557,1007970,0,10
3558,1009350,13,1
3562,1012880,7420,473
3566,1016600,2158,359
3568,1016790,765,272
3570,1017410,526,26
3572,1021370,4,0
3573,1022980,412,125
3577,1029210,937,63
3588,1043150,50,18
3595,1051060,4,1
3597,1054040,40,34
3598,1054640,6,1
3600,1055430,1344,105
3601,1058430,1476,235
3612,1067360,0,0
3614,1068220,0,0
3617,1072640,310,29
3618,1072800,11,0
3621,1073770,28,4
3623,1076200,2041,361
3624,1076230,106,17
3625,1076480,32,0
3627,1077450,160,4
3629,1078280,531,30
3630,1078340,5,0
3635,1085190,18,11
3636,1086060,4,1
3638,1087540,0,0
3640,1090440,604,115
3643,1092790,69427,2046
3644,1093320,184,76
3646,1094070,9,1
3648,1094960,40,8
3654,1099170,59,5
3656,1102190,15202,561
3658,1104750,12,3
3659,1105590,118,29
3660,1105670,4810,426
3662,1106790,8,19
3674,1122830,19,6
3676,1126890,117,26
3679,113200,51646,2485
3680,113204,890,41
3685,1138650,0,0
3686,1138660,3432,209
3689,1143570,11,0
3690,1145060,0,0
3691,1145290,85,59
3692,1145340,314,74
3695,1146890,15,3
3697,1147560,32009,2296
3703,1150530,0,0
3714,1162130,463,343
3719,1166940,0,0
3722,1168840,132,7
3730,1174820,7,0
3731,1175450,0,0
3732,1175770,0,0
3733,1176710,1121,305
3739,1181830,1679,174
3745,1185490,53,16
3748,1188930,3335,384
3752,1193210,8,2
3753,1193590,79,9
3762,1199030,5211,469
3764,1199610,4,7
3769,1204130,650,40
3772,1205570,0,0
3775,1209140,200,21
3778,1209490,2214,595
3785,1213390,31,18
3788,1217060,69579,3984
3789,1218500,620,89
3791,1219060,15,7
3797,1221630,8,1
3798,1222840,4,0
3799,1223020,154,6
3809,1229460,549,226
3812,1232100,52,1
3816,1237900,3,1
3824,1241510,16430,393
3830,1245430,1564,115
3838,1253920,8070,954
3839,1254400,183,86
3844,1256530,190,37
3850,1259740,386,88
3851,1260590,348,35
3853,1262720,27,12
3856,1265390,38,19
3858,1265670,0,0
3862,1266840,2880,613
3867,1268380,15,5
