,appid,positive_reviews,negative_reviews
3871,1269710,239,51
3876,1275890,1531,69
3880,1282730,26693,1783
3881,1284430,3,2
3883,1285670,6503,146
3884,1286580,0,0
3891,1289810,1192,59
3892,1290480,5,0
3895,1291220,32,12
3898,1293050,0,0
3902,1294350,0,0
3904,1295280,0,0
3907,1295760,15,1
3908,1296830,14940,1667
3910,1299620,199,38
3911,1301210,5967,929
3912,1301410,4,0
3916,1302550,9,0
3920,1304680,1242,32
3923,1305990,0,0
3924,1307740,0,0
3926,1309000,835,45
3927,1309430,7,2
3929,1313140,0,0
3934,1315610,390,80
3935,1316800,131,8
3937,1321010,30,4
3939,1325310,469,137
3946,1330330,24,3
3948,1331340,0,0
3958,1338490,0,0
3962,1342680,0,0
3963,1344690,2,0
3964,1346460,35,7
3966,1347460,11,6
3981,1355200,0,0
3982,1355440,11,3
3987,1359660,13,4
3988,1360270,46,6
3993,1362670,3,1
4003,1366520,11,7
4004,1367110,2,2
4008,1368230,0,0
4011,1369440,0,0
4017,1371760,8,3
4018,1372220,59,12
4027,1381030,0,0
4036,1385840,8,10
4039,1388240,0,0
4041,1389030,4,0
4046,1389780,4,0
4048,1390600,55,31
4050,1393410,613,252
4051,1393420,305,29
4053,1394580,0,0
4058,1399590,552,65
4063,1402320,1208,766
4070,1404850,5134,364
4078,1409310,5,0
4079,1409530,0,0
4085,1413210,49,3
4086,1413580,0,0
4093,1419070,25,7
4095,1419390,0,0
4096,1419430,9,6
4102,1422090,82,37
4104,1423620,0,0
4111,1429950,34,1
4112,1430010,19,9
4115,1433430,14,0
4119,1437980,18,5
4121,1439460,12,0
4126,1444350,1176,28
4157,1460800,71,3
4158,1461000,5,3
4162,1464290,12,1
4164,1466100,5,0
4166,1466650,0,0
4167,1467530,0,0
4171,1471410,722,157
4173,1473130,2,0
4177,1473870,18,4
4184,1476170,94,27
4185,1476400,0,0
4186,1477070,0,0
4192,1480200,0,0
4195,1482820,24,4
4200,1484280,1113,102
4203,1487390,1202,699
4206,1490680,14,25
4208,1491650,66,50
4212,1493050,6,0
4216,1494450,0,0
4220,1496680,14,1
4223,1499410,0,0
4226,1502040,396,221
4228,1503010,4,1
4231,1505500,5,0
4241,1511870,53,10
4242,1512950,0,1
4243,1513400,2,2
4249,1518990,1,0
4260,1525420,92,21
4265,1529140,25,17
4269,1531010,20,1
4273,1535810,0,0
4279,1538350,6,0
4285,1542820,5,0
4287,1544370,0,0
4288,1544480,9,0
4289,1544560,0,0
4290,1545810,1,0
4295,1549680,6,10
4300,1550740,45,8
4301,1550780,0,0
4305,1552520,0,0
4318,1557740,10401,496
4326,1563460,0,0
4328,1564810,0,0
4329,1564840,3,3
4330,1566090,56,5
4331,1566410,1506,30
4333,1566670,0,0
4335,1569090,1241,113
4338,1569380,3,0
4339,1570680,5,0
4343,1571220,93,2
4344,1571700,0,0
4353,1577460,0,0
4355,1577810,2,0
4359,1580800,135,15
4360,1581660,10,1
4362,1582380,0,0
4364,1582620,682,556
4368,1584520,0,0
4371,1585680,21,10
4375,1587720,7,12
4382,1591660,0,0
4383,1591690,39,4
4391,1594910,2,1
4411,1605250,0,0
4413,1606340,520,64
4414,1606450,1,0
4416,1607170,24,13
4418,1607890,3535,596
4419,1608180,0,0
4420,1608290,1057,79
4422,1608770,0,0
4423,1609800,3,0
4425,1611640,9,0
4427,1612620,1239,290
4428,1613670,0,0
4434,1619570,0,0
4442,1625340,14,7
4443,1625420,3,2
4456,1630910,49,8
4457,1631010,18,0
4460,1631900,0,0
4461,1632140,36,1
4466,1633820,4,6
4467,1634940,16,9
4471,1637000,0,0
4472,1637560,0,0
4474,1640230,0,0
4479,1641670,354,115
4481,1642010,0,0
4482,1643850,0,0
4487,1645680,0,3
4491,1646790,23,3
4496,1650890,9,4
4502,1654910,0,0
4513,1666430,2,3
4517,1668290,0,0
4526,1673880,0,0
4528,1674340,121,99
4531,1675320,0,0
4532,1676130,0,0
4541,1679000,0,0
4542,1679060,0,0
4548,1681550,0,0
4556,1686570,0,2
4558,1687470,0,0
4563,1689350,212,24
4564,1690740,1,1
4567,1693750,3,2
4570,1696110,0,0
4576,1700210,0,0
4587,1707150,0,0
4588,1707220,0,0
4589,1707410,5,0
4592,1707650,252,23
4595,1709900,337,19
4596,1710100,0,0
4598,1711110,0,0
4601,1713830,2,0
4609,1717050,7,2
4612,1718340,13,0
4614,1719480,0,0
4615,1719930,0,0
4617,1721020,22,4
4619,1721870,208,13
4620,1722610,0,0
4624,1725220,0,0
4634,1730390,3,0
4636,1731470,3,0
4637,1731490,0,5
4644,1734370,0,0
4649,1736570,139,11
4650,1737730,0,0
4657,1741420,7,0
4659,1745020,0,0
4660,1746520,8,1
4661,1747700,0,0
4662,1748930,0,0
4666,1750940,0,0
4667,1751700,6,0
4673,1755130,4,1
4678,1755870,34,4
4682,1757250,1,3
4688,1761590,0,0
4700,1766390,387,53
4706,1768660,9,0
4711,1770360,2,1
4713,1773060,25,2
4714,1773710,0,0
4717,1774960,0,0
4718,1774980,14,1
4720,1775860,0,0
4729,1780450,12,0
4741,1786470,0,0
4742,1786630,0,0
4750,1789440,6,0
4754,1790504,0,0
4757,1790511,0,0
4759,1790840,0,0
4760,1791690,18,7
4766,1793680,4,0
4770,1794400,13,0
4771,1794680,106957,1172
4779,1801410,0,0
4784,1803400,0,0
4792,1807360,0,0
4793,1808160,0,0
4803,1818320,15,7
4808,1821620,0,0
4810,1822580,0,0
4811,1822710,85,6
4819,1826960,679,216
4820,1827060,0,0
4821,1827240,0,0
4827,1829560,0,0
4831,1830320,0,0
4834,1832620,11,2
4835,1832700,2,0
4836,1832760,5,2
4845,1836120,91,5
4858,1840940,0,0
4861,1842320,0,0
4864,1843760,2468,492
4868,1844400,0,0
4873,1846990,13,8
4883,1855840,0,0
4887,1859610,11,8
4895,1863080,98,2
4898,1866870,1,1
4900,1867100,4,17
4918,1882040,216,27
4919,1883260,112,5
4923,1885160,14,2
4931,1888550,0,0
4935,1892090,0,0
4939,1894650,0,2
4943,1896510,2,0
4947,1901030,21,1
4953,1902880,106,26
4956,1906160,9,2
4961,1907900,160,42
4965,1909420,371,15
4967,1909860,0,0
4970,1914580,519,197
4981,1919460,1703,105
4982,1919530,5,0
4986,1922670,0,0
5004,1929360,225,12
5008,1930730,256,100
5010,1931240,48,3
5013,1934100,77,4
5015,1934520,0,0
5037,1942360,0,0
5038,1942400,0,0
5049,1947120,4,0
5052,1948290,28,6
5055,1950450,0,0
5058,1954330,0,0
5060,1955300,0,0
5063,1956400,10,1
5065,1957790,0,0
5067,1959880,8,1
5072,1960950,12,2
5075,1962553,0,0
5080,1964020,0,0
5083,1964810,11,2
5088,1966900,7005,494
5093,1968710,0,0
5094,1968840,0,0
5097,1969100,0,0
5108,1971380,0,0
5112,1973450,5,0
5116,1976230,0,0
5117,1976850,0,0
5121,1981010,5,1
5124,1982120,0,0
5127,1984400,0,0
5128,1985770,83,7
5135,1989560,56,10
5140,1994960,9,0
5141,1995870,0,0
5147,2001110,0,0
5154,2003770,0,0
5155,2004640,0,0
5164,2011540,0,0
5165,2012160,0,0
5168,2013220,19,3
5169,2014740,0,0
5170,2015860,0,0
5181,2024230,101,7
5183,2025050,0,0
5186,2026790,0,0
5190,2051290,0,0
5196,2055270,13,6
5197,2055820,0,0
5198,2056490,0,0
5201,2060230,0,0
5204,209330,284,199
5205,212800,5845,735
5206,221020,708,1994
5208,225280,1032,187
5212,230840,777,765
5215,234390,2344,411
5218,242880,2961,842
5219,246110,1269,486
5221,249050,9912,1392
5222,249630,2304,337
5224,250680,752,318
5225,250900,198054,4651
5227,252610,6114,448
5228,262060,102420,9937
5231,264160,579,74
5232,264690,506,77
5234,265990,418,168
5235,266110,910,219
5238,269210,24655,8001
5241,269770,5214,509
5243,274500,4231,226
5244,276890,244,70
5248,283290,2306,345
5252,293740,269,57
5253,293780,5723,303
5256,296710,2486,232
5258,296970,2464,208
5261,300380,8410,1844
5264,304650,6966,1388
5265,305460,13,9
5268,306910,0,0
5273,311690,64083,2593
5282,317610,49,24
5285,321270,840,240
5286,322110,3684,304
5287,322330,324375,13017
5289,323220,3426,387
5292,325880,38,47
5295,326840,423,100
5304,332270,35,11
5307,333640,4845,219
5310,337320,17868,885
5312,339230,1442,824
5314,339400,2035,365
5321,342610,343,19
5324,345080,118,46
5333,358080,124,103
5334,358130,3332,328
5336,360030,25,9
5338,360740,6791,222
5341,364420,2921,714
5343,366910,1054,686
5344,368230,17281,1814
5345,368360,9039,1726
5351,370020,818,51
5353,371010,128,62
5354,371220,61,50
5356,374240,39,19
5361,381610,37,12
5363,382140,2938,875
5364,382490,6339,421
5369,386560,119,17
5372,388660,18,21
5377,396640,287,28
5379,399640,461,28
5383,401910,99,7
5386,407560,892,387
5388,413830,10,6
5392,418530,13721,992
5394,424060,8,16
5396,428430,820,519
5402,434650,18652,2493
5404,437570,1035,198
5405,438320,204,11
5410,442210,387,39
5411,444270,48,8
5414,445980,14670,1385
5416,446760,35,4
5425,459680,56,11
5427,461400,71,33
5430,465200,1407,138
5441,495410,186,13
5444,503620,768,227
5445,504300,308,102
5452,514410,38,58
5455,520660,29,12
5456,522080,7,5
5458,527230,24757,3059
5459,528730,123,35
5462,530740,20,7
5463,530950,419,233
5467,539400,327,41
5468,542350,267,81
5469,542620,6,2
5471,548430,134123,4508
5472,55000,178,35
5477,561740,214,35
5480,566860,1011,262
5481,568220,18259,1154
5483,570660,3874,1859
5485,572290,1,2
5492,590380,13672,823
5495,595140,2606,244
5501,601840,11331,582
5506,605450,796,137
5508,610130,156,51
5510,613390,141,17
5513,616640,12,3
5516,619780,1311,797
5517,620900,52,3
5520,628290,172,65
5524,632360,195918,7195
5528,640340,132,28
5533,651670,1764,295
5539,656350,6839,510
5541,657690,369,21
5543,662210,234,11
5547,665740,79,28
5551,668620,0,0
5553,670250,0,0
5562,681730,668,234
5568,688420,6081,520
5573,692890,3334,197
5577,699330,270,50
5584,718670,6678,1838
5585,719520,53,8
5586,720250,1801,289
5591,726450,2,0
5596,732370,2882,393
5601,740080,835,125
5609,753420,6829,574
5616,772230,14,0
5617,773540,44,25
5619,780290,8931,1303
5621,782570,348,115
5623,783450,40,28
5625,787780,12,24
5626,788100,15633,1953
5632,793820,9,3
5633,794600,3513,1267
5635,800550,9,2
5645,819520,29,7
5646,824540,0,0
5647,826740,70,33
5657,838350,30634,9384
5659,839040,2,4
5661,841770,894,52
5668,850290,189,85
5671,856610,116,13
5673,857980,3855,595
5674,858070,0,0
5675,858210,7582,248
5676,858820,10523,2977
5679,861540,7191,795
5682,865850,82,38
5689,875530,7,3
5691,877010,213,84
5692,877530,0,0
5694,880770,3,1
5696,883750,0,0
5698,886070,87,7
5700,891370,164,35
5704,904380,445,239
5705,905070,8,1
5710,907240,18,9
5711,909380,142,1
5715,912550,27,6
5717,915310,3515,139
5721,924070,452,90
5722,924970,23929,13484
5723,926140,1620,144
5728,931690,4824,452
5731,935630,0,0
5734,939100,1501,747
5738,944120,126,64
5739,945500,11,2
5740,946610,218,16
5744,949430,0,0
5750,958690,8,1
5752,960690,5756,367
5753,961420,35,5
5754,964440,0,0
5758,966430,674,257
5760,967370,6,4
5762,968480,5,0
5764,973060,65,24
5765,976120,72,20
5767,979880,3,0
5768,981430,3584,301
5778,989150,0,0
5783,990640,60,15
5784,994220,2995,536
5790,1000010,3834,589
5791,1000080,1009,438
5798,1022010,34,5
5799,1023550,104,5
5803,1043260,1172,207
5810,1055940,1,0
5816,1064580,15,4
5820,1072050,2,5
5825,1077090,23,4
5828,1081450,0,0
5831,1085830,0,0
5834,1100060,2,1
5836,1100930,963,230
5837,1101370,0,0
5838,1101420,59,20
5842,1116460,0,0
5847,1126440,23,8
5849,1132090,20,4
5851,1135230,745,51
5852,1135810,1204,56
5853,1137180,643,254
5860,1144910,201,6
5861,1144970,327,128
5864,1154810,2276,190
5865,1157390,2411,539
5869,1162320,16,2
5871,1163140,361,76
5881,1170900,0,0
5891,1193430,24,2
5892,1195080,0,0
5896,1201650,7,0
5902,1205650,5,2
5909,1220010,5174,728
5913,1223440,0,0
5914,1226510,537,287
5920,1231670,24,10
5921,1232720,0,0
5926,1234940,539,43
5927,1236990,2161,166
5933,1252330,16454,4773
5936,1253610,0,0
5942,1260810,1993,101
5943,1261020,24,2
5948,1263370,3461,632
5950,1265820,1808,114
5952,1269540,6,2
5955,1274210,2,0
5969,1289490,31,10
5972,1296360,1215,131
5973,1296440,77,6
5979,1304090,126,54
5983,1306160,1,14
5985,1308740,40,41
5986,1308980,9,1
5992,1319550,56,8
6000,1333420,3,2
6009,1341490,0,0
6010,1342150,0,0
6015,1347970,348,7
6017,1348300,1964,265
6018,1348400,9,0
6019,1348480,28,5
6024,1359320,202,60
6026,1361120,6,0
6030,1363200,3,0
6031,1365010,65,3
6036,1373920,354,13
6045,1380520,16,0
6049,1385380,1703,108
6050,1387200,5,1
6053,1394130,90,6
6054,1394830,17,3
6057,1398420,8,1
6062,1406490,3,0
6066,1409730,103,41
6067,1409760,0,0
6075,1418020,570,146
6079,1422410,93,31
6081,1426110,162,51
6082,1426900,22,7
6084,1428770,0,0
6087,1431150,11,2
6088,1433560,214,149
6090,1434950,3707,485
6093,1443660,3,1
6096,1447080,13,3
6105,1466260,7,0
6106,1471990,0,0
6109,1478070,751,41
6112,1481550,8,7
6114,1482320,67,29
6116,1484680,142,324
6131,1501410,223,12
6132,1502760,18,7
6133,1504570,4964,8000
6134,1504660,11,5
6137,1510890,14,2
6143,1518152,2,4
6155,1535100,0,0
6160,1546080,0,0
6163,1553200,8,0
6167,1556170,0,0
6171,1564620,0,0
6174,1569240,0,0
6178,1571160,107,44
6192,1590160,48,11
6194,1591380,9,0
6198,1597210,1,2
6204,1599760,257,228
6210,1607300,0,0
6217,1613580,0,0
6218,1615070,0,0
6225,1625450,116859,6529
6227,1627630,130,52
6228,1627890,0,0
6230,1630690,13,0
6237,1637950,0,0
6238,1638390,267,51
6242,1648430,0,0
6246,1649800,0,0
6248,1650320,6,0
6255,1655990,0,0
6257,1658180,0,0
6258,1658930,163,11
6264,1664670,311,32
6268,1670620,0,0
6271,1672930,6,7
6277,1679840,3,0
6278,1680810,0,0
6281,1683100,124,14
6284,1684870,3,2
6286,1688130,0,2
6299,1699280,29,2
6303,1702350,1,0
6317,1719180,105,1
6323,1724670,2,0
6324,1727020,4,1
6331,1734000,0,0
6336,1739100,29,4
6344,1751330,0,0
6347,1757970,8,0
6349,1761380,208,268
6357,1771310,1,1
6361,1776800,2,0
6367,1780950,0,0
6370,1786930,0,0
6371,1788110,94,13
6373,1789360,8,4
6376,1790505,0,0
6387,1801050,0,0
6388,1802820,1,2
6391,1806700,30,0
6392,1811940,20,3
6393,1812060,0,0
6411,1827970,0,0
6413,1828280,0,0
6414,1829520,0,0
6423,1839630,0,0
6425,1840660,16,0
6428,1842300,4,0
6431,1842540,1,0
6440,1851280,639,84
6444,1852090,0,0
6445,1853430,0,0
6448,1855860,0,0
6450,1856970,25,0
6451,1857220,2,0
6457,1863540,61,0
6458,1863720,0,0
6460,1866960,2,0
6465,1878180,0,0
6467,1881840,3,0
6472,1888430,3971,159
6473,1889640,359,53
6475,1891700,1429,250
6476,1892490,0,0
6479,1903060,0,0
6480,1903270,29,16
6489,1910200,0,0
6501,1919720,0,0
6503,1920410,7,0
6504,1923920,0,0
6510,1929420,85,9
6516,1935070,1,2
6518,1937030,0,0
6519,1938290,6,0
6520,1939880,0,0
6525,1946970,0,0
6526,1949190,0,0
6527,1949750,4,2
6532,1953020,13,2
6534,1953760,98,9
6536,1956370,65,3
6537,1956770,0,0
6539,1957620,0,0
6543,1962920,501,17
6544,1962940,0,0
6547,1968701,3,0
6553,1973470,0,1
6554,1973490,0,0
6557,1974040,2,1
6562,1980350,155,36
6568,1985640,0,0
6569,1989140,0,0
6576,1997530,0,0
6578,2000070,0,0
6581,200210,35028,6685
6587,2009860,0,0
6590,2010700,0,0
6591,2012930,4,4
6593,2015040,0,0
6595,2019050,1,0
6596,2023360,0,0
6609,219740,93401,3085
6610,220460,710,161
6614,241600,16434,1201
6615,243970,4699,416
6616,248820,26540,1789
6617,248860,4202,454
6620,253630,165,158
6621,255070,1518,913
6623,259680,5121,239
6627,269310,620,298
6629,279070,130,24
6639,307110,4107,633
6641,312200,1461,561
6644,320040,3364,877
6645,323060,1655,691
6646,324740,473,143
6648,328080,6088,759
6649,330020,11974,1227
6653,335620,2601,450
6654,337280,46,20
6655,337290,124,33
6660,342080,23,1
6662,344740,799,145
6667,363930,4121,897
6671,365900,341,39
6673,367600,520,362
6680,378790,15,2
6689,393010,3179,138
6690,395570,698,351
6703,420920,34,23
6704,428750,984,84
6707,439730,13,2
6709,443260,50,33
6712,446020,6207,1857
6713,449960,8784,942
6714,457520,95,36
6715,457890,161,49
6716,458660,151,34
6720,464620,411,36
6722,469720,373,65
6729,494720,474,43
6730,496300,7811,1193
6738,525620,564,63
6739,528230,10051,573
6741,535480,3427,712
6745,542660,105,23
6750,551860,774,263
6756,574580,43,22
6757,575720,1320,864
6759,576130,437,77
6760,576770,2342,228
6762,585020,987,205
6763,585710,1518,260
6768,597170,17961,540
6771,606150,11137,2220
6776,615120,1124,26
6777,616000,93,11
6778,628770,1057,198
6781,635200,1520,559
6782,637880,149,10
6785,644580,24,1
6797,677120,6511,842
6802,690040,7708,1314
6804,693800,246,200
6806,699920,655,127
6807,701470,139,16
6809,704950,30,10
6810,705100,66,15
6815,717930,0,0
6816,718190,0,0
6819,719800,30,11
6820,722580,2,0
6821,722730,1203,46
6826,739780,4,2
6827,745000,114,41
6832,757320,2554,208
6835,763890,12032,603
6836,764370,11,0
6838,769560,5740,778
6841,778410,60,42
6846,790130,12,8
6847,793060,2,0
6860,843230,5,0
6864,853450,247,24
6866,856210,129,43
6872,871420,568,161
6874,882220,64,21
6876,883020,71,15
6878,887400,260,75
6879,897890,8,2
6880,898830,6,0
6881,905410,0,0
6884,913740,4748,266
6888,926390,263,35
6889,929010,1441,1250
6890,931040,2,2
6894,956060,74,39
6902,978520,2816,607
6908,997710,10,9
6909,998740,2987,279
6916,1029980,137,19
6922,1040230,2362,270
6923,1042960,24,7
6924,1043470,11,5
6925,1046300,426,75
6928,1054550,561,173
6933,1072660,14,20
6934,1076770,6,0
6936,1078200,286,8
6939,1090060,29,2
6941,1095040,111,31
6943,1097530,416,55
6946,1108370,4076,500
6953,1127610,882,110
6954,1131240,618,173
6958,1141220,792,172
6961,1145360,188062,2601
6967,1162480,151,38
6971,1175460,1082,233
6972,1180120,90,2
6975,1188020,0,0
6978,1189490,8458,827
6979,1191680,67,27
6980,1202830,1,1
6983,1218940,52,13
6984,1220300,0,0
6986,1222550,0,0
6989,1232580,403,63
6991,1245540,1528,61
6998,1259230,186,27
7000,1274230,0,0
7001,1280930,487,31
7003,1282060,1,0
7005,1291540,41,0
7008,1294880,0,0
7010,1296610,2769,735
7012,1299070,0,0
7014,1300840,0,0
7017,1303870,8,2
7022,1340770,3,2
7029,1353910,0,0
7032,1356940,0,0
7033,1359110,49,10
7038,1385100,446,63
7045,1394940,0,1
7051,1403890,17,1
7054,1408730,0,0
7057,1411920,24,4
7058,1412030,7,6
7064,1436650,124,35
7069,1443430,288,12
7073,1456820,1494,96
7077,1467240,6,7
7078,1468950,0,0
7080,1475350,7,0
7084,1479340,30,17
7087,1491200,39,3
7092,1505470,18,2
7093,1508900,50,15
7094,1509920,0,0
7095,1510290,0,0
7098,1515570,0,0
7100,1524530,56,14
7103,1530020,6,1
7113,1544630,0,0
7127,1579020,71,13
7128,1583670,5,8
7133,1595280,128,40
7136,1598190,7,0
7137,1599600,0,0
7138,1603480,3,0
7141,1608460,3,1
7142,1608550,76,26
7145,1626010,0,0
7146,1627290,0,0
7148,1633350,0,0
7150,1641190,0,0
7152,1642610,113,7
7160,1668690,1357,122
7164,1678630,1,1
7168,1681620,3,2
7169,1681840,58,5
7174,1695480,45,1
7179,1698630,25,3
7183,1703190,0,0
7189,1709660,2,1
7191,1713810,383,94
7192,1714280,1,2
7194,1725370,0,0
7195,1727590,0,0
7197,1740720,2959,490
7217,1798470,1,0
7226,1815230,67,5
7228,1822940,1,0
7235,1828800,0,0
7237,1831980,21,8
7238,1837750,157,45
7244,1861090,0,0
7245,1862010,4,1
7247,1863750,839,60
7248,1864770,0,0
7251,1870180,0,0
7252,1873990,18,8
7265,1895130,485,256
7268,1900780,6,0
7270,1908500,11,3
7272,1913530,3,1
7274,1916850,57,7
7280,1921900,301,10
7282,1922480,0,0
7290,1935154,0,0
7299,1960650,1,0
7300,1963670,0,0
7301,1964260,34,2
7302,1964360,0,0
7304,1966110,33,9
7305,1966770,0,0
7309,1970750,0,0
7312,1977450,0,0
7318,2008040,3,2
7319,2010420,75,0
7323,2058220,0,0
7324,2062920,0,0
7326,212680,61890,2661
7327,233150,3781,361
7328,239350,13703,1149
7330,249570,188,190
7334,268130,5954,326
7337,282470,1692,55
7339,298630,13750,1494
7340,299780,117,60
7343,331440,1731,368
7345,333380,6,12
7348,342550,139,167
7350,349730,658,195
7351,357330,1211,101
7355,403940,410,118
7356,404250,50,2
7358,409360,25,13
7363,432590,24,15
7372,502230,148,11
7373,508410,44,13
7374,512900,15120,550
7375,515650,134,12
7379,531780,23,7
7380,537800,9592,1325
7383,552500,73065,14487
7387,580100,1134,555
7388,588650,104682,3134
7389,588950,1213,108
7392,598060,1512,261
7403,640380,274,16
7408,663530,3,2
7409,672460,63,35
7410,686770,152,7
7411,688130,3669,680
7412,698640,1653,531
7417,718590,1509,460
7420,744330,0,0
7421,745680,2,2
7425,787810,1482,372
7427,798490,2728,553
7432,810000,13,1
7441,858260,2538,141
7442,858680,75,25
7444,867470,6,1
7446,873940,2860,436
7448,884630,3,0
7454,917850,20,7
7456,930780,523,119
7459,942300,19,24
7470,1012360,6,1
7471,1038370,2316,305
7473,1051690,2116,126
7475,1056840,334,87
7480,1138610,0,0
7482,1155120,136,87
7488,1268110,2311,302
7492,1295700,4,0
7494,1323470,534,154
7502,1398630,14,3
7508,1432910,255,85
7511,1455130,5,11
7512,1458960,8,2
7513,1485050,28,3
7516,1515470,26,0
7517,1516900,16,6
7519,1571960,22,12
7524,1608710,0,0
7525,1609740,0,0
7528,1615930,21,1
7540,1704470,13,5
7542,1733090,2,0
7548,1826480,6,0
7554,1862490,0,0
7555,1865780,1540,30
7559,1905810,60,11
7561,1938850,85,3
7565,1962551,0,0
7567,1980930,0,0
7574,318970,679,119
7575,347160,738,102
7577,362090,215,32
7580,383020,7,10
7582,443880,134,59
7584,451780,297,143
7585,452060,3039,429
7594,711810,3135,959
7599,770100,490,129
7601,811320,1197,92
7602,858530,29,4
7606,928990,203,62
7608,986790,3,1
7609,992300,20161,2806
7612,1037020,1807,189
7617,1117670,72,26
7619,1178790,448,121
7624,1440350,19,1
7634,1601680,408,6
7635,1608640,0,0
7642,1705540,3,4
7654,1885090,14,5
7659,1929870,669,58
7663,252630,1800,249
7667,490230,380,46
7669,531960,906,265
7672,681280,10694,661
7676,867010,10,5
7680,1578540,12,3
7684,1815530,84,78
7685,1894320,53,5
7688,254320,1938,216
7691,600630,136,61
7696,1836900,3,0
7702,1861290,151,4
7704,518650,47,4
7705,915230,158,17
7707,680330,30,13
7710,1330370,11,10
7711,1326290,4,1
7713,1955160,6,1
7714,33100,2428,140
7715,639470,134,48
7716,1936510,0,0
7717,1684720,356,29
7718,801210,48,24
7720,264540,197,106
7721,625960,16057,4929
7726,1583690,7,0
7730,1210700,25,10
7736,274520,12222,693
7738,1040460,183,24
7748,1426300,6923,1901
7749,948350,57,38
7750,1891542,0,0
7754,646570,110479,2363
7758,238450,6,0
7761,688120,10,2
7764,1830430,0,0
7770,238910,720,242
7771,1860040,2,0
7774,299480,655,295
7775,365360,14767,1959
7777,1082340,0,0
7779,1112930,372,31
7783,1910780,227,74
7790,1603520,0,0
7792,1122230,0,0
7798,823910,2589,150
7799,1730550,0,0
7801,898220,0,0
7808,898450,166,10
7816,881100,42553,2013
7817,1534480,5,1
7824,318600,5026,1600
7830,1889620,24,9
7831,1062810,0,0
7832,1080060,6,3
7833,1125240,478,11
7834,1246530,0,0
7835,1391800,36,17
7836,1402390,0,1
7837,1489980,0,0
7838,1622270,2,15
7839,1727430,3,0
7840,290890,801,166
7841,352840,151,2
7842,885780,33,9
7843,1593350,501,63
7844,1552260,0,0
7845,637050,62,44
7846,1769200,0,0
7847,841600,77,4
7848,978790,49,5
7849,1069690,904,306
7850,1394090,46,1
7851,1169140,0,0
7852,1490610,932,136
7853,1755690,0,0
7854,1892810,12,4
7855,1755830,0,0
7856,1981530,0,1
7857,880870,3,0
7858,1271420,3,4
7859,431810,220,89
7860,1993890,0,0
7861,1741360,1,0
7862,975600,10,3
7863,204390,96,22
7864,1760020,46,2
7865,1177100,38,31
7866,1807730,14,3
7867,1832950,0,0
7868,1999970,0,0
7869,1512480,86,5
7870,1271280,662,36
7871,1822640,13,4
7872,595790,262,17
7873,1684520,0,0
7874,1866670,0,0
